group	Group1	Group2	Group1_genes	Group1_total	Group2_genes	Group2_total	Group	p_value	fdr	Pathway_Info	Level1	Level2
wolf_VS_human	wolf	human	181823	32027002	351372	68926211	wolf	5.88E-302	1.46E-298	Fatty acid biosynthesis	Metabolism	Lipid metabolism
wolf_VS_human	wolf	human	63776	32027002	102568	68926211	wolf	0	0	Fatty acid degradation	Metabolism	Lipid metabolism
wolf_VS_human	wolf	human	12	32027002	197	68926211	wolf	3.93E-20	4.88E-17	Fatty acid elongation	Metabolism	Lipid metabolism
wolf_VS_human	wolf	human	23	32027002	428	68926211	wolf	1.55E-44	2.43E-41	Fc gamma R-mediated phagocytosis	Organismal Systems	Immune system
wolf_VS_human	wolf	human	15501	32027002	38791	68926211	wolf	6.91E-58	1.18E-54	Ferroptosis	Cellular Processes	Cell growth and death
wolf_VS_human	wolf	human	78788	32027002	183713	68926211	wolf	5.04E-80	9.31E-77	Flagellar assembly	Cellular Processes	Cell motility
wolf_VS_human	wolf	human	1404	32027002	5747	68926211	wolf	2.02E-116	4.07E-113	Flavone and flavonol biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	7510	32027002	5463	68926211	wolf	0	0	Flavonoid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	60150	32027002	246707	68926211	wolf	0	0	Fluid shear stress and atherosclerosis	Human Diseases	Cardiovascular disease
wolf_VS_human	wolf	human	563	32027002	2797	68926211	wolf	1.19E-86	2.24E-83	Fluorobenzoate degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_human	wolf	human	1	32027002	104	68926211	wolf	2.83E-16	3.30E-13	Focal adhesion	Cellular Processes	Cellular community - eukaryotes
wolf_VS_human	wolf	human	153535	32027002	299658	68926211	wolf	1.32E-211	3.04E-208	Folate biosynthesis	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_human	wolf	human	7869	32027002	10164	68926211	wolf	1.40E-245	3.31E-242	FoxO signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	215164	32027002	500506	68926211	wolf	2.66E-203	6.09E-200	Fructose and mannose metabolism	Metabolism	Carbohydrate metabolism
wolf_VS_human	wolf	human	571163	32027002	1408295	68926211	wolf	0	0	Function unknown	Not Included in Pathway or Brite	Poorly characterized
wolf_VS_human	wolf	human	68	32027002	439	68926211	wolf	1.91E-21	2.44E-18	Furfural degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_human	wolf	human	22572	32027002	44313	68926211	wolf	4.87E-29	6.74E-26	GABAergic synapse	Organismal Systems	Nervous system
wolf_VS_human	wolf	human	189547	32027002	455374	68926211	wolf	0	0	Galactose metabolism	Metabolism	Carbohydrate metabolism
wolf_VS_human	wolf	human	0	32027002	329	68926211	wolf	5.79E-55	9.71E-52	Gastric acid secretion	Organismal Systems	Digestive system
wolf_VS_human	wolf	human	22	32027002	245	68926211	wolf	5.58E-20	6.92E-17	Gastric cancer	Human Diseases	Cancer: specific types
wolf_VS_human	wolf	human	161670	32027002	341549	68926211	wolf	8.02E-10	7.59E-07	General function prediction only	Not Included in Pathway or Brite	Poorly characterized
wolf_VS_human	wolf	human	4895	32027002	6478	68926211	wolf	7.28E-141	1.53E-137	Geraniol degradation	Metabolism	Metabolism of terpenoids and polyketides
wolf_VS_human	wolf	human	4880	32027002	18158	68926211	wolf	1.54E-278	3.77E-275	Global maps only	Metabolism	Not included in regular maps
wolf_VS_human	wolf	human	46073	32027002	107668	68926211	wolf	4.24E-50	6.90E-47	Glucagon signaling pathway	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	10567	32027002	40216	68926211	wolf	0	0	Glucosinolate biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	16895	32027002	41280	68926211	wolf	1.23E-44	1.93E-41	Glutamatergic synapse	Organismal Systems	Nervous system
wolf_VS_human	wolf	human	41605	32027002	75536	68926211	wolf	4.82E-168	1.05E-164	Glutathione metabolism	Metabolism	Metabolism of other amino acids
wolf_VS_human	wolf	human	13053	32027002	35761	68926211	wolf	1.24E-127	2.55E-124	Glycan metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
wolf_VS_human	wolf	human	97716	32027002	188934	68926211	wolf	2.49E-161	5.38E-158	Glycerolipid metabolism	Metabolism	Lipid metabolism
wolf_VS_human	wolf	human	154749	32027002	304268	68926211	wolf	3.90E-183	8.68E-180	Glycerophospholipid metabolism	Metabolism	Lipid metabolism
wolf_VS_human	wolf	human	165448	32027002	454752	68926211	wolf	0	0	"Glycine, serine and threonine metabolism "	Metabolism	Amino acid metabolism
wolf_VS_human	wolf	human	308154	32027002	626913	68926211	wolf	1.39E-144	2.93E-141	Glycolysis / Gluconeogenesis	Metabolism	Carbohydrate metabolism
wolf_VS_human	wolf	human	5606	32027002	7880	68926211	wolf	2.19E-127	4.50E-124	Glycosaminoglycan binding proteins	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_human	wolf	human	27130	32027002	44568	68926211	wolf	3.27E-263	7.88E-260	Glycosaminoglycan degradation	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	13145	32027002	19288	68926211	wolf	3.90E-244	9.24E-241	Glycosphingolipid biosynthesis - ganglio series	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	17190	32027002	43395	68926211	wolf	1.08E-71	1.95E-68	Glycosphingolipid biosynthesis - globo and isoglobo series	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	7	32027002	248	68926211	wolf	6.93E-32	9.87E-29	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	0	32027002	49	68926211	wolf	1.00E-08	8.99E-06	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	18970	32027002	26723	68926211	wolf	0	0	Glycosylphosphatidylinositol (GPI)-anchored proteins	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_human	wolf	human	76038	32027002	144574	68926211	wolf	1.54E-166	3.36E-163	Glycosyltransferases	Brite Hierarchies	Protein families: metabolism
wolf_VS_human	wolf	human	141901	32027002	383584	68926211	wolf	0	0	Glyoxylate and dicarboxylate metabolism	Metabolism	Carbohydrate metabolism
wolf_VS_human	wolf	human	18	32027002	1	68926211	wolf	1.41E-08	1.25E-05	GnRH signaling pathway	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	14	32027002	1	68926211	wolf	1.10E-06	0.000867001	Graft-versus-host disease	Human Diseases	Immune disease
wolf_VS_human	wolf	human	14	32027002	1	68926211	wolf	1.10E-06	0.000867001	" Growth hormone synthesis, secretion and action "	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	57045	32027002	115852	68926211	wolf	1.18E-29	1.65E-26	HIF-1 signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	112	32027002	1432	68926211	wolf	1.20E-120	2.44E-117	Hematopoietic cell lineage	Organismal Systems	Immune system
wolf_VS_human	wolf	human	210	32027002	288	68926211	wolf	1.05E-06	0.000826081	Hepatitis B	Human Diseases	Infectious disease: viral
wolf_VS_human	wolf	human	558	32027002	9383	68926211	wolf	0	0	Hepatocellular carcinoma	Human Diseases	Cancer: specific types
wolf_VS_human	wolf	human	80852	32027002	282565	68926211	wolf	0	0	Histidine metabolism	Metabolism	Amino acid metabolism
wolf_VS_human	wolf	human	243068	32027002	491409	68926211	wolf	2.71E-140	5.68E-137	Homologous recombination	Genetic Information Processing	Replication and repair
wolf_VS_human	wolf	human	1567	32027002	4220	68926211	wolf	1.47E-14	1.63E-11	Human T-cell leukemia virus 1 infection	Human Diseases	Infectious disease: viral
wolf_VS_human	wolf	human	186	32027002	241	68926211	wolf	3.06E-07	0.000249464	Human immunodeficiency virus 1 infection	Human Diseases	Infectious disease: viral
wolf_VS_human	wolf	human	15157	32027002	19922	68926211	wolf	0	0	Human papillomavirus infection	Human Diseases	Infectious disease: viral
wolf_VS_human	wolf	human	14783	32027002	14850	68926211	wolf	0	0	Huntington disease	Human Diseases	Neurodegenerative disease
wolf_VS_human	wolf	human	7559	32027002	15079	68926211	wolf	8.16E-08	6.91E-05	IL-17 signaling pathway	Organismal Systems	Immune system
wolf_VS_human	wolf	human	87	32027002	468	68926211	wolf	8.78E-18	1.05E-14	Indole alkaloid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	40680	32027002	79035	68926211	wolf	1.80E-62	3.16E-59	Inositol phosphate metabolism	Metabolism	Carbohydrate metabolism
wolf_VS_human	wolf	human	5381	32027002	6199	68926211	wolf	2.32E-239	5.46E-236	Insect hormone biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
wolf_VS_human	wolf	human	17843	32027002	54188	68926211	wolf	0	0	Insulin resistance	Human Diseases	Endocrine and metabolic disease
wolf_VS_human	wolf	human	0	32027002	352	68926211	wolf	9.57E-59	1.65E-55	Insulin secretion	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	10919	32027002	36168	68926211	wolf	0	0	Insulin signaling pathway	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	20781	32027002	34351	68926211	wolf	1.70E-193	3.85E-190	Isoquinoline alkaloid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	302	32027002	936	68926211	wolf	1.52E-08	1.34E-05	Kaposi sarcoma-associated herpesvirus infection	Human Diseases	Infectious disease: viral
wolf_VS_human	wolf	human	73	32027002	25	68926211	wolf	4.63E-18	5.54E-15	Lectins	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_human	wolf	human	40220	32027002	64927	68926211	wolf	0	0	Legionellosis	Human Diseases	Infectious disease: bacterial
wolf_VS_human	wolf	human	0	32027002	31	68926211	wolf	1.57E-05	0.011261225	Leukocyte transendothelial migration	Organismal Systems	Immune system
wolf_VS_human	wolf	human	8051	32027002	12171	68926211	wolf	9.42E-130	1.94E-126	Limonene and pinene degradation	Metabolism	Metabolism of terpenoids and polyketides
wolf_VS_human	wolf	human	136668	32027002	304451	68926211	wolf	1.95E-26	2.64E-23	Lipid biosynthesis proteins	Brite Hierarchies	Protein families: metabolism
wolf_VS_human	wolf	human	2139	32027002	3044	68926211	wolf	2.95E-47	4.73E-44	Lipoarabinomannan (LAM) biosynthesis	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	7420	32027002	14750	68926211	wolf	2.86E-08	2.49E-05	Lipoic acid metabolism	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_human	wolf	human	94045	32027002	111755	68926211	wolf	0	0	Lipopolysaccharide biosynthesis	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	119008	32027002	197799	68926211	wolf	0	0	Lipopolysaccharide biosynthesis proteins	Brite Hierarchies	Protein families: metabolism
wolf_VS_human	wolf	human	7300	32027002	8251	68926211	wolf	0	0	Longevity regulating pathway	Organismal Systems	Aging
wolf_VS_human	wolf	human	24151	32027002	38915	68926211	wolf	1.01E-266	2.43E-263	Longevity regulating pathway - multiple species	Organismal Systems	Aging
wolf_VS_human	wolf	human	53534	32027002	102549	68926211	wolf	1.48E-104	2.92E-101	Longevity regulating pathway - worm	Organismal Systems	Aging
wolf_VS_human	wolf	human	130782	32027002	311784	68926211	wolf	1.48E-215	3.41E-212	Lysine biosynthesis	Metabolism	Amino acid metabolism
wolf_VS_human	wolf	human	43872	32027002	72231	68926211	wolf	0	0	Lysine degradation	Metabolism	Amino acid metabolism
wolf_VS_human	wolf	human	43543	32027002	70486	68926211	wolf	0	0	Lysosome	Cellular Processes	Transport and catabolism
wolf_VS_human	wolf	human	68	32027002	19	68926211	wolf	7.06E-19	8.57E-16	MAPK signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	5509	32027002	6339	68926211	wolf	9.34E-246	2.22E-242	MAPK signaling pathway - fly	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	15317	32027002	35047	68926211	wolf	2.16E-10	2.09E-07	MAPK signaling pathway - plant	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	1672	32027002	1975	68926211	wolf	1.15E-70	2.08E-67	MAPK signaling pathway - yeast	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	984	32027002	2640	68926211	wolf	2.18E-09	2.02E-06	Mannose type O-glycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	245	32027002	287	68926211	wolf	7.05E-12	7.27E-09	Measles	Human Diseases	Infectious disease: viral
wolf_VS_human	wolf	human	195857	32027002	348434	68926211	wolf	0	0	Messenger RNA biogenesis	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_human	wolf	human	8677	32027002	12337	68926211	wolf	1.09E-186	2.44E-183	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_human	wolf	human	176717	32027002	415460	68926211	wolf	2.74E-216	6.34E-213	Methane metabolism	Metabolism	Energy metabolism
wolf_VS_human	wolf	human	13929	32027002	35376	68926211	wolf	5.81E-63	1.02E-59	MicroRNAs in cancer	Human Diseases	Cancer: overview
wolf_VS_human	wolf	human	13415	32027002	30133	68926211	wolf	3.63E-05	0.02504316	Mineral absorption	Organismal Systems	Digestive system
wolf_VS_human	wolf	human	239508	32027002	401281	68926211	wolf	0	0	Mismatch repair	Genetic Information Processing	Replication and repair
wolf_VS_human	wolf	human	498405	32027002	824224	68926211	wolf	0	0	Mitochondrial biogenesis	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_human	wolf	human	47993	32027002	134533	68926211	wolf	0	0	Monobactam biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	2545	32027002	8019	68926211	wolf	7.67E-67	1.38E-63	N-Glycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	61947	32027002	225977	68926211	wolf	0	0	NOD-like receptor signaling pathway	Organismal Systems	Immune system
wolf_VS_human	wolf	human	15927	32027002	23680	68926211	wolf	3.69E-277	9.01E-274	Naphthalene degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_human	wolf	human	33309	32027002	95677	68926211	wolf	0	0	Necroptosis	Cellular Processes	Cell growth and death
wolf_VS_human	wolf	human	16787	32027002	44089	68926211	wolf	6.03E-110	1.20E-106	" Neomycin, kanamycin and gentamicin biosynthesis "	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	1544	32027002	4101	68926211	wolf	9.25E-13	9.82E-10	Neuroactive ligand-receptor interaction	Environmental Information Processing	Signaling molecules and interaction
wolf_VS_human	wolf	human	67337	32027002	201563	68926211	wolf	0	0	Nitrogen metabolism	Metabolism	Energy metabolism
wolf_VS_human	wolf	human	968	32027002	658	68926211	wolf	2.58E-117	5.21E-114	Non-alcoholic fatty liver disease	Human Diseases	Endocrine and metabolic disease
wolf_VS_human	wolf	human	1217	32027002	756	68926211	wolf	7.28E-164	1.58E-160	Non-homologous end-joining	Genetic Information Processing	Replication and repair
wolf_VS_human	wolf	human	0	32027002	26	68926211	wolf	6.72E-05	0.044972364	Non-small cell lung cancer	Human Diseases	Cancer: specific types
wolf_VS_human	wolf	human	1561	32027002	6413	68926211	wolf	7.54E-131	1.56E-127	Nonribosomal peptide structures	Metabolism	Metabolism of terpenoids and polyketides
wolf_VS_human	wolf	human	88	32027002	13	68926211	wolf	8.13E-31	1.14E-27	Notch signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	27478	32027002	72842	68926211	wolf	1.86E-196	4.23E-193	Novobiocin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	96234	32027002	162481	68926211	wolf	0	0	Nucleotide excision repair	Genetic Information Processing	Replication and repair
wolf_VS_human	wolf	human	2951	32027002	15626	68926211	wolf	0	0	Nucleotide metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
wolf_VS_human	wolf	human	137003	32027002	300850	68926211	wolf	5.55E-10	5.28E-07	O-Antigen nucleotide sugar biosynthesis	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	134935	32027002	268343	68926211	wolf	3.08E-123	6.27E-120	One carbon pool by folate	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_human	wolf	human	62326	32027002	128241	68926211	wolf	4.16E-20	5.17E-17	Other glycan degradation	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	636	32027002	1982	68926211	wolf	6.52E-17	7.68E-14	Other types of O-glycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	56486	32027002	173026	68926211	wolf	0	0	Others	Not Included in Pathway or Brite	Unclassified: metabolism
wolf_VS_human	wolf	human	5	32027002	1150	68926211	wolf	2.13E-180	4.73E-177	Ovarian steroidogenesis	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	261606	32027002	629868	68926211	wolf	0	0	Oxidative phosphorylation	Metabolism	Energy metabolism
wolf_VS_human	wolf	human	10	32027002	98	68926211	wolf	6.23E-08	5.33E-05	Oxytocin signaling pathway	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	0	32027002	44	68926211	wolf	7.97E-08	6.76E-05	PD-L1 expression and PD-1 checkpoint pathway in cancer	Human Diseases	Cancer: overview
wolf_VS_human	wolf	human	9506	32027002	19328	68926211	wolf	6.23E-06	0.004656596	PI3K-Akt signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	25796	32027002	51864	68926211	wolf	5.49E-19	6.68E-16	PPAR signaling pathway	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	4718	32027002	24972	68926211	wolf	0	0	Pancreatic secretion	Organismal Systems	Digestive system
wolf_VS_human	wolf	human	124296	32027002	351096	68926211	wolf	0	0	Pantothenate and CoA biosynthesis	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_human	wolf	human	21	32027002	234	68926211	wolf	3.64E-19	4.45E-16	" Parathyroid hormone synthesis, secretion and action "	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	46605	32027002	203202	68926211	wolf	0	0	Parkinson disease	Human Diseases	Neurodegenerative disease
wolf_VS_human	wolf	human	15121	32027002	28346	68926211	wolf	3.39E-42	5.25E-39	Pathogenic Escherichia coli infection	Human Diseases	Infectious disease: bacterial
wolf_VS_human	wolf	human	9385	32027002	27008	68926211	wolf	1.05E-135	2.18E-132	Pathways in cancer	Human Diseases	Cancer: overview
wolf_VS_human	wolf	human	11295	32027002	11667	68926211	wolf	0	0	Pathways of neurodegeneration - multiple diseases	Human Diseases	Neurodegenerative disease
wolf_VS_human	wolf	human	53	32027002	3	68926211	wolf	3.39E-23	4.42E-20	Pattern recognition receptors	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_human	wolf	human	4861	32027002	16500	68926211	wolf	3.10E-185	6.92E-182	Penicillin and cephalosporin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	79958	32027002	224953	68926211	wolf	0	0	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
wolf_VS_human	wolf	human	205477	32027002	450532	68926211	wolf	2.04E-12	2.14E-09	Pentose phosphate pathway	Metabolism	Carbohydrate metabolism
wolf_VS_human	wolf	human	243930	32027002	489180	68926211	wolf	2.31E-178	5.12E-175	Peptidoglycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
wolf_VS_human	wolf	human	320801	32027002	667008	68926211	wolf	2.88E-58	4.94E-55	Peptidoglycan biosynthesis and degradation proteins	Brite Hierarchies	Protein families: metabolism
wolf_VS_human	wolf	human	4911	32027002	20190	68926211	wolf	0	0	Pertussis	Human Diseases	Infectious disease: bacterial
wolf_VS_human	wolf	human	6716	32027002	31030	68926211	wolf	0	0	Phenazine biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	152619	32027002	434010	68926211	wolf	0	0	"Phenylalanine, tyrosine and tryptophan biosynthesis "	Metabolism	Amino acid metabolism
wolf_VS_human	wolf	human	60153	32027002	116554	68926211	wolf	3.43E-96	6.65E-93	Phenylalanine metabolism	Metabolism	Amino acid metabolism
wolf_VS_human	wolf	human	16265	32027002	74468	68926211	wolf	0	0	Phenylpropanoid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	24172	32027002	49067	68926211	wolf	1.18E-13	1.28E-10	Phosphatidylinositol signaling system	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	7481	32027002	22193	68926211	wolf	8.52E-134	1.77E-130	Phospholipase D signaling pathway	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	15952	32027002	44371	68926211	wolf	1.43E-176	3.17E-173	Phosphonate and phosphinate metabolism	Metabolism	Metabolism of other amino acids
wolf_VS_human	wolf	human	200276	32027002	326175	68926211	wolf	0	0	Phosphotransferase system (PTS)	Environmental Information Processing	Membrane transport
wolf_VS_human	wolf	human	103894	32027002	289015	68926211	wolf	0	0	Photosynthesis	Metabolism	Energy metabolism
wolf_VS_human	wolf	human	21	32027002	6271	68926211	wolf	0	0	Photosynthesis - antenna proteins	Metabolism	Energy metabolism
wolf_VS_human	wolf	human	105209	32027002	297639	68926211	wolf	0	0	Photosynthesis proteins	Brite Hierarchies	Protein families: metabolism
wolf_VS_human	wolf	human	0	32027002	36	68926211	wolf	1.81E-06	0.001396313	Plant hormone signal transduction	Environmental Information Processing	Signal transduction
wolf_VS_human	wolf	human	87519	32027002	78110	68926211	wolf	0	0	Plant-pathogen interaction	Organismal Systems	Environmental adaptation
wolf_VS_human	wolf	human	1	32027002	54	68926211	wolf	3.50E-08	3.03E-05	Platelet activation	Organismal Systems	Immune system
wolf_VS_human	wolf	human	9030	32027002	26827	68926211	wolf	1.26E-162	2.72E-159	Platinum drug resistance	Human Diseases	Drug resistance: antineoplastic
wolf_VS_human	wolf	human	269	32027002	1368	68926211	wolf	5.56E-45	8.73E-42	Polycyclic aromatic hydrocarbon degradation	Metabolism	Xenobiotics biodegradation and metabolism
wolf_VS_human	wolf	human	1239	32027002	6769	68926211	wolf	1.45E-243	3.43E-240	Polyketide biosynthesis proteins	Brite Hierarchies	Protein families: metabolism
wolf_VS_human	wolf	human	44673	32027002	102789	68926211	wolf	2.03E-32	2.90E-29	Polyketide sugar unit biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
wolf_VS_human	wolf	human	223274	32027002	349354	68926211	wolf	0	0	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_human	wolf	human	63388	32027002	101772	68926211	wolf	0	0	Prenyltransferases	Brite Hierarchies	Protein families: metabolism
wolf_VS_human	wolf	human	5877	32027002	30030	68926211	wolf	0	0	Primary bile acid biosynthesis	Metabolism	Lipid metabolism
wolf_VS_human	wolf	human	15442	32027002	21908	68926211	wolf	0	0	Primary immunodeficiency	Human Diseases	Immune disease
wolf_VS_human	wolf	human	2176	32027002	2668	68926211	wolf	6.83E-82	1.27E-78	Prion disease	Human Diseases	Neurodegenerative disease
wolf_VS_human	wolf	human	36372	32027002	87563	68926211	wolf	2.42E-73	4.41E-70	Prodigiosin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
wolf_VS_human	wolf	human	7563	32027002	15015	68926211	wolf	1.25E-08	1.12E-05	Progesterone-mediated oocyte maturation	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	222617	32027002	717231	68926211	wolf	0	0	Prokaryotic defense system	Brite Hierarchies	Protein families: signaling and cellular processes
wolf_VS_human	wolf	human	6413	32027002	17260	68926211	wolf	1.91E-54	3.18E-51	Prolactin signaling pathway	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	176243	32027002	328765	68926211	wolf	0	0	Propanoate metabolism	Metabolism	Carbohydrate metabolism
wolf_VS_human	wolf	human	7573	32027002	15068	68926211	wolf	2.87E-08	2.50E-05	Prostate cancer	Human Diseases	Cancer: specific types
wolf_VS_human	wolf	human	737	32027002	2055	68926211	wolf	8.93E-10	8.42E-07	Proteasome 1	Brite Hierarchies	Protein families: genetic information processing
wolf_VS_human	wolf	human	208620	32027002	416530	68926211	wolf	9.98E-172	2.19E-168	Protein export	Genetic Information Processing	" Folding, sorting and degradation "
wolf_VS_human	wolf	human	85958	32027002	230137	68926211	wolf	0	0	Protein kinases	Brite Hierarchies	Protein families: metabolism
wolf_VS_human	wolf	human	28398	32027002	67882	68926211	wolf	1.26E-50	2.05E-47	Protein phosphatases and associated proteins	Brite Hierarchies	Protein families: metabolism
wolf_VS_human	wolf	human	75525	32027002	189774	68926211	wolf	9.59E-291	2.37E-287	Protein processing	Not Included in Pathway or Brite	Unclassified: genetic information processing
wolf_VS_human	wolf	human	18060	32027002	81011	68926211	wolf	0	0	Protein processing in endoplasmic reticulum	Genetic Information Processing	" Folding, sorting and degradation "
wolf_VS_human	wolf	human	14552	32027002	22750	68926211	wolf	6.15E-194	1.39E-190	Proteoglycans in cancer	Human Diseases	Cancer: overview
wolf_VS_human	wolf	human	11176	32027002	20727	68926211	wolf	2.76E-36	4.10E-33	Proximal tubule bicarbonate reclamation	Organismal Systems	Excretory system
wolf_VS_human	wolf	human	508123	32027002	941509	68926211	wolf	0	0	Purine metabolism	Metabolism	Nucleotide metabolism
wolf_VS_human	wolf	human	386871	32027002	775135	68926211	wolf	5.58E-290	1.38E-286	Pyrimidine metabolism	Metabolism	Nucleotide metabolism
wolf_VS_human	wolf	human	288308	32027002	543911	68926211	wolf	0	0	Pyruvate metabolism	Metabolism	Carbohydrate metabolism
wolf_VS_human	wolf	human	390643	32027002	913999	68926211	wolf	0	0	Quorum sensing	Cellular Processes	Cellular community - prokaryotes
wolf_VS_human	wolf	human	1642	32027002	470	68926211	wolf	0	0	RIG-I-like receptor signaling pathway	Organismal Systems	Immune system
wolf_VS_human	wolf	human	157169	32027002	277536	68926211	wolf	0	0	RNA degradation	Genetic Information Processing	" Folding, sorting and degradation "
wolf_VS_human	wolf	human	53545	32027002	94046	68926211	wolf	1.19E-302	2.96E-299	RNA polymerase	Genetic Information Processing	Transcription
wolf_VS_human	wolf	human	25186	32027002	61919	68926211	wolf	3.10E-72	5.63E-69	RNA transport	Genetic Information Processing	Translation
wolf_VS_human	wolf	human	1	32027002	35	68926211	wolf	3.68E-05	0.025388063	Regulation of actin cytoskeleton	Cellular Processes	Cell motility
wolf_VS_human	wolf	human	1	32027002	197	68926211	wolf	1.75E-31	2.49E-28	Regulation of lipolysis in adipocytes	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	0	32027002	94	68926211	wolf	4.03E-16	4.67E-13	Relaxin signaling pathway	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	460	32027002	2486	68926211	wolf	4.67E-89	8.88E-86	Renin-angiotensin system	Organismal Systems	Endocrine system
wolf_VS_human	wolf	human	461440	32027002	649108	68926211	wolf	0	0	Replication and repair	Not Included in Pathway or Brite	Unclassified: genetic information processing
wolf_VS_human	wolf	human	8646	32027002	9540	68926211	wolf	0	0	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_human	wolf	human	387	32027002	556	68926211	wolf	1.94E-09	1.80E-06	Retrograde endocannabinoid signaling	Organismal Systems	Nervous system
wolf_VS_human	wolf	human	61331	32027002	107822	68926211	wolf	0	0	Riboflavin metabolism	Metabolism	Metabolism of cofactors and vitamins
wolf_VS_human	wolf	human	1625451	32027002	2958116	68926211	wolf	0	0	Ribosome	Genetic Information Processing	Translation
wolf_VS_human	wolf	human	1625433	32027002	2957999	68926211	wolf	0	0	Ribosome	Brite Hierarchies	Protein families: genetic information processing
